==========================================
SLURM_JOB_ID = 380722
SLURM_NODELIST = gnode82
SLURM_JOB_GPUS = 0,1
==========================================
[NbConvertApp] Converting notebook Training.ipynb to script
[NbConvertApp] Writing 3088 bytes to Training.txt
2021-05-02 15:05:41.187852: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:41.188038: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2021-05-02 15:05:52.418849: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-05-02 15:05:52.420588: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-05-02 15:05:52.435741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:02:00.0 name: GeForce RTX 2080 Ti computeCapability: 7.5
coreClock: 1.545GHz coreCount: 68 deviceMemorySize: 10.76GiB deviceMemoryBandwidth: 573.69GiB/s
2021-05-02 15:05:52.436487: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 1 with properties: 
pciBusID: 0000:03:00.0 name: GeForce RTX 2080 Ti computeCapability: 7.5
coreClock: 1.545GHz coreCount: 68 deviceMemorySize: 10.76GiB deviceMemoryBandwidth: 573.69GiB/s
2021-05-02 15:05:52.436573: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:52.437494: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcublas.so.11'; dlerror: libcublas.so.11: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:52.438445: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcublasLt.so.11'; dlerror: libcublasLt.so.11: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:52.486422: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-05-02 15:05:52.495468: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-05-02 15:05:52.574007: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-05-02 15:05:52.574814: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcusparse.so.11'; dlerror: libcusparse.so.11: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:52.575478: W tensorflow/stream_executor/platform/default/dso_loader.cc:60] Could not load dynamic library 'libcudnn.so.8'; dlerror: libcudnn.so.8: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: :/home/shaunak/lammps_test_7thAug19_sm_60/lammps-stable/lammps-25Oct19/src
2021-05-02 15:05:52.575491: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1757] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2021-05-02 15:05:52.577139: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-05-02 15:05:52.577169: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-05-02 15:05:52.577178: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      
2021-05-02 22:01:54.597714: W tensorflow/python/util/util.cc:348] Sets are not currently considered sequences, but this may change in the future, so consider avoiding using them.
Step	Error	R2
3290	172.97535705566406	-33.9821268265404

3300	52885.0234375	-10694.325552653898

3310	49574.1640625	-10024.746550670787

3320	639.8997192382812	-128.41151618795718

3330	14704.9873046875	-2972.8974555210957

3340	487.7310791015625	-97.63736421313388

3350	163.34033203125	-32.033572275093206

3360	184.90109252929688	-36.394019478435396

3370	311.54034423828125	-62.005098058320414

3380	191.45379638671875	-37.71914889935009

3390	295046.28125	-59668.36628860892

3400	21304.3203125	-4307.528806302754

3410	302.296142578125	-60.135569406943404

3420	595.3056640625	-119.39295583397049

3430	896.254638671875	-180.25623205469017

3440	179.0311737060547	-35.20684054754222

3450	382.28704833984375	-76.3128030372138

3460	569.8141479492188	-114.23761986480237

3470	8640.7548828125	-1746.483196871975

3480	337887.125	-68332.38899635745

3490	8820.3193359375	-1782.7977586418265

3500	149.74749755859375	-29.28460875626961

3510	239.7483367919922	-47.486162518450946

3520	142.1050262451172	-27.739023790530656

3530	195944.21875	-39626.23670086479

3540	301.0349426269531	-59.8804789179773

3550	205212.328125	-41500.588741087

3560	196.01829528808594	-38.642319739175655

3570	216.86773681640625	-42.85878404877277

3580	337.94219970703125	-67.34462723573445

3590	10593.880859375	-2141.477957972422

3600	179.5279998779297	-35.307365547848974

3610	18675.916015625	-3775.9675336217583

3620	22048.37109375	-4458.00361559791

3630	153969.015625	-31137.280473201165

3640	8397.77734375	-1697.3440739861321

3650	1728.8748779296875	-348.6427742583479

3660	163.86752319335938	-32.14019738875759

3670	133.89804077148438	-26.079261926004698

3680	158.2301025390625	-31.00008610017604

3690	351.0867919921875	-70.00296299571781

3700	134364.09375	-27172.434007444757

3710	230.92076110839844	-45.7008200679112

3720	210.8831787109375	-41.648476903096025

3730	464.19439697265625	-92.87737570313702

3740	125919.2421875	-25464.56945501091

3750	133.63035583496094	-26.025110939040022

3760	256.61956787109375	-50.89808111453816

3770	11999.076171875	-2425.661064663699

3780	420.61370849609375	-84.06388399014443

3790	123.04170227050781	-23.883690398559107

3800	136308.9375	-27565.754425808464

3810	126.42301177978516	-24.567516504375078

3820	11087.1201171875	-2241.2294476405946

3830	576.3466186523438	-115.55869494635846

3840	119131.0	-24091.730861248656

3850	340.92425537109375	-67.9475953288195

3860	257.1421813964844	-51.003764220727305

3870	127878.6328125	-25860.83042246335

3880	2677.884765625	-540.5683170709699

3890	150.1618194580078	-29.368395869809493

3900	179.98475646972656	-35.39968047128397

3910	15642.796875	-3162.557244161413

3920	49261.87890625	-9961.590862918609

3930	285.4529113769531	-56.72923239791066

3940	189138.046875	-38249.769388277484

3950	103010.5546875	-20831.57811176121

3960	35414.43359375	-7161.118526551935

3970	48226.64453125	-9752.227153944164

3980	152.62440490722656	-29.866410115302635

3990	188.29823303222656	-37.08095931807553

4000	6485.43701171875	-1310.5974173063773

4010	49928.77734375	-10096.461303507755

4020	132.25051879882812	-25.746057426300172

4030	9932.85546875	-2007.7941468399172

4040	8596.6376953125	-1737.5609170395435

4050	20471.07421875	-4139.0156814965285

4060	446.2748107910156	-89.2533606663116

4070	2190.032958984375	-441.9064868533968

4080	77448.9296875	-15662.06170012271

4090	215.9062042236328	-42.66439466963034

4100	125.19205474853516	-24.318595825948595

4110	146.63580322265625	-28.65533226174808

4120	33786.546875	-6831.900837385005

4130	472.4064025878906	-94.53812843984349

4140	484.4706115722656	-96.97796078703452

4150	113.75526428222656	-22.00561553022932

4160	52704.296875	-10657.776554053791

4170	2959.40576171875	-597.5023743498126

4180	372.0880432128906	-74.25005291723038

4190	293.5220642089844	-58.361114243751764

4200	76353.8125	-15440.589371981026

4210	249.2758331298828	-49.41296434761418

4220	32323.29296875	-6535.975003896248

4230	268497.65625	-54299.241818427545

4240	118.77640533447266	-23.02107240160674

4250	619.3138427734375	-124.24845052752131

4260	386093.40625	-78081.49038515979

4270	9395.42578125	-1899.1059658061647

4280	3872.503662109375	-782.1648375655367

4290	67575.8984375	-13665.369237380644

4300	36805.46484375	-7442.438542740091

4310	105.46986389160156	-20.329997798397983

4320	115.24946594238281	-22.307787248838167

4330	210.59906005859375	-41.59100346574287

4340	4181.326171875	-844.6203116539439

4350	171711.09375	-34725.39192406547

4360	196004.515625	-39638.43091786021

4370	29873.93359375	-6040.624165147152

4380	103.577880859375	-19.947383083474143

4390	992.2762451171875	-199.67516457160784

4400	100.3555679321289	-19.295719263088532

4410	23743.68359375	-4800.858855407686

4420	90944.4921875	-18391.368758343335

4430	108.51210021972656	-20.945267136094596

4440	7357.95166015625	-1487.052513971931

4450	32863.0390625	-6645.133215500092

4460	88485.296875	-17894.02906247197

4470	72001.84375	-14560.460218754866

4480	102801.6953125	-20789.341937571182

4490	324.8016052246094	-64.68697566646246

4500	96.28663635253906	-18.47281169530221

4510	126.92886352539062	-24.669782832279072

4520	34110.09375	-6897.333860978521

4530	258.5760192871094	-51.293721007649715

4540	5549.84326171875	-1121.3855608736258

4550	14840.1552734375	-3000.2336289903674

4560	143665.546875	-29053.532166998302

4570	47986.015625	-9703.560226938767

4580	95576.875	-19328.21037058409

4590	133.65821838378906	-26.030764216983307

4600	117.56928253173828	-22.77697166023429

4610	544.5513305664062	-109.12850147995175

4620	522.663818359375	-104.70203094209313

4630	217.75360107421875	-43.038003326542444

4640	13379.294921875	-2704.7927769898783

4650	117236.0390625	-23708.500597217655

4660	157574.3125	-31866.40696760641

4670	7699.23876953125	-1556.073522342727

4680	242.10423278808594	-47.96247582685957

4690	517.6266479492188	-103.68333171540564

4700	93.2404556274414	-17.856752822372073

4710	225.4689178466797	-44.59831975741558

4720	14732.2685546875	-2978.414748443233

4730	158899.65625	-32134.44231950059

4740	81315.328125	-16443.991888221273

4750	133.66233825683594	-26.031570588301093

4760	6565.65185546875	-1326.8199253916937

4770	423.7322082519531	-84.69454203806458

4780	8844.580078125	-1787.7043489653436

4790	120105.3125	-24288.77646949206

4800	220.66078186035156	-43.62592543601994

4810	202.2728729248047	-39.90722047860838

4820	256511.734375	-51875.24500467287

4830	92460.5	-18697.96371012805

4840	175.25613403320312	-34.443341983009475

4850	11889.63671875	-2403.528300907473

4860	30434.517578125	-6153.995800536489

4870	9618.6689453125	-1944.2530312495028

4880	120.02783203125	-23.274196945755648

4890	306.70623779296875	-61.02741811880559

4900	488.0430603027344	-97.70057108200349

4910	1460.9569091796875	-294.4600867753492

4920	57418.46875	-11611.156129899617

4930	102.172119140625	-19.66309198890024

4940	121.61325073242188	-23.59480358670841

4950	48801.15234375	-9868.413940882918

4960	123176.0234375	-24909.78406247731

4970	102.26698303222656	-19.68224435947268

4980	91.81372833251953	-17.568232832510848

4990	177.82701110839844	-34.9633478097641

